x0	x1	y0	y1
-0.882812	-0.881836	1.551758	1.552734
-0.934570	-0.933594	1.558594	1.559570
-0.936523	-0.935547	1.559570	1.560547
-0.931641	-0.930664	1.561523	1.562500
-0.907227	-0.906250	1.558594	1.559570
-0.914062	-0.913086	1.560547	1.561523
-0.910156	-0.909180	1.557617	1.558594
-0.919922	-0.918945	1.560547	1.561523
-0.920898	-0.919922	1.558594	1.559570
-0.996094	-0.995117	1.583984	1.584961
-0.993164	-0.992188	1.583984	1.584961
-0.994141	-0.993164	1.579102	1.580078
-0.992188	-0.991211	1.583008	1.583984
-0.992188	-0.991211	1.579102	1.580078
-0.981445	-0.980469	1.572266	1.573242
-0.980469	-0.979492	1.572266	1.573242
-0.978516	-0.977539	1.577148	1.578125
-0.970703	-0.969727	1.577148	1.578125
-0.975586	-0.974609	1.570312	1.571289
-0.971680	-0.970703	1.569336	1.570312
-0.975586	-0.974609	1.578125	1.579102
-0.982422	-0.981445	1.579102	1.580078
-0.951172	-0.950195	1.563477	1.564453
-0.946289	-0.945312	1.562500	1.563477
-0.950195	-0.949219	1.569336	1.570312
-0.938477	-0.937500	1.567383	1.568359
-0.942383	-0.941406	1.568359	1.569336
-0.959961	-0.958984	1.566406	1.567383
-0.963867	-0.962891	1.575195	1.576172
-0.961914	-0.960938	1.574219	1.575195
-0.968750	-0.967773	1.576172	1.577148
-0.967773	-0.966797	1.576172	1.577148
-0.965820	-0.964844	1.568359	1.569336
-0.958984	-0.958008	1.573242	1.574219
-0.954102	-0.953125	1.572266	1.573242
-0.955078	-0.954102	1.572266	1.573242
-0.931641	-0.930664	1.565430	1.566406
-0.930664	-0.929688	1.565430	1.566406
-0.932617	-0.931641	1.564453	1.565430
-0.925781	-0.924805	1.564453	1.565430
-0.924805	-0.923828	1.563477	1.564453
-0.929688	-0.928711	1.565430	1.566406
-0.927734	-0.926758	1.564453	1.565430
-0.921875	-0.920898	1.562500	1.563477
-0.919922	-0.918945	1.562500	1.563477
-0.736328	-0.735352	1.506836	1.507812
-0.738281	-0.737305	1.505859	1.506836
-0.735352	-0.734375	1.504883	1.505859
-0.735352	-0.734375	1.503906	1.504883
-0.740234	-0.739258	1.501953	1.502930
-0.740234	-0.739258	1.505859	1.506836
-0.742188	-0.741211	1.506836	1.507812
-0.750000	-0.749023	1.509766	1.510742
-0.750000	-0.749023	1.510742	1.511719
-0.747070	-0.746094	1.508789	1.509766
-0.749023	-0.748047	1.508789	1.509766
-0.745117	-0.744141	1.507812	1.508789
-0.746094	-0.745117	1.507812	1.508789
-0.742188	-0.741211	1.507812	1.508789
-0.741211	-0.740234	1.508789	1.509766
-0.735352	-0.734375	1.507812	1.508789
-0.738281	-0.737305	1.508789	1.509766
-0.743164	-0.742188	1.506836	1.507812
-0.748047	-0.747070	1.503906	1.504883
-0.744141	-0.743164	1.502930	1.503906
-0.719727	-0.718750	1.500000	1.500977
-0.720703	-0.719727	1.500000	1.500977
-0.721680	-0.720703	1.500000	1.500977
-0.721680	-0.720703	1.500977	1.501953
-0.722656	-0.721680	1.500977	1.501953
-0.721680	-0.720703	1.502930	1.503906
-0.725586	-0.724609	1.500977	1.501953
-0.726562	-0.725586	1.501953	1.502930
-0.726562	-0.725586	1.502930	1.503906
-0.724609	-0.723633	1.500977	1.501953
-0.723633	-0.722656	1.500977	1.501953
-0.723633	-0.722656	1.503906	1.504883
-0.732422	-0.731445	1.502930	1.503906
-0.731445	-0.730469	1.502930	1.503906
-0.733398	-0.732422	1.502930	1.503906
-0.727539	-0.726562	1.501953	1.502930
-0.728516	-0.727539	1.501953	1.502930
-0.729492	-0.728516	1.502930	1.503906
-0.732422	-0.731445	1.506836	1.507812
-0.732422	-0.731445	1.503906	1.504883
-0.731445	-0.730469	1.503906	1.504883
-0.733398	-0.732422	1.503906	1.504883
-0.718750	-0.717773	1.500000	1.500977
-0.710938	-0.709961	1.500000	1.500977
-0.340820	-0.339844	1.381836	1.382812
-0.337891	-0.336914	1.376953	1.377930
-0.336914	-0.335938	1.376953	1.377930
-0.338867	-0.337891	1.377930	1.378906
-0.339844	-0.338867	1.381836	1.382812
-0.339844	-0.338867	1.380859	1.381836
-0.340820	-0.339844	1.377930	1.378906
-0.341797	-0.340820	1.375000	1.375977
-0.333984	-0.333008	1.375977	1.376953
-0.333984	-0.333008	1.377930	1.378906
-0.334961	-0.333984	1.375977	1.376953
-0.342773	-0.341797	1.382812	1.383789
-0.325195	-0.324219	1.375000	1.375977
-0.361328	-0.360352	1.386719	1.387695
-0.361328	-0.360352	1.384766	1.385742
-0.360352	-0.359375	1.384766	1.385742
-0.367188	-0.366211	1.387695	1.388672
-0.366211	-0.365234	1.386719	1.387695
-0.374023	-0.373047	1.389648	1.390625
-0.375000	-0.374023	1.392578	1.393555
-0.372070	-0.371094	1.392578	1.393555
-0.373047	-0.372070	1.392578	1.393555
-0.370117	-0.369141	1.391602	1.392578
-0.367188	-0.366211	1.390625	1.391602
-0.358398	-0.357422	1.380859	1.381836
-0.348633	-0.347656	1.384766	1.385742
-0.345703	-0.344727	1.383789	1.384766
-0.344727	-0.343750	1.383789	1.384766
-0.344727	-0.343750	1.381836	1.382812
-0.345703	-0.344727	1.379883	1.380859
-0.349609	-0.348633	1.380859	1.381836
-0.349609	-0.348633	1.377930	1.378906
-0.358398	-0.357422	1.383789	1.384766
-0.357422	-0.356445	1.386719	1.387695
-0.497070	-0.496094	1.431641	1.432617
-0.499023	-0.498047	1.429688	1.430664
-0.496094	-0.495117	1.432617	1.433594
-0.495117	-0.494141	1.430664	1.431641
-0.490234	-0.489258	1.430664	1.431641
-0.491211	-0.490234	1.429688	1.430664
-0.487305	-0.486328	1.429688	1.430664
-0.486328	-0.485352	1.429688	1.430664
-0.488281	-0.487305	1.428711	1.429688
-0.487305	-0.486328	1.426758	1.427734
-0.491211	-0.490234	1.427734	1.428711
-0.492188	-0.491211	1.426758	1.427734
-0.479492	-0.478516	1.423828	1.424805
-0.477539	-0.476562	1.422852	1.423828
-0.482422	-0.481445	1.426758	1.427734
-0.481445	-0.480469	1.426758	1.427734
-0.484375	-0.483398	1.426758	1.427734
-0.481445	-0.480469	1.428711	1.429688
-0.476562	-0.475586	1.422852	1.423828
-0.473633	-0.472656	1.421875	1.422852
-0.474609	-0.473633	1.425781	1.426758
-0.475586	-0.474609	1.425781	1.426758
